epoch,total_loss,u_loss,v_loss,p_loss
94,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
95,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
96,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
97,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
98,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
99,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
100,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
101,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
102,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
103,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
104,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
105,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
106,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
107,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
108,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
109,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
110,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
111,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
112,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
113,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
114,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
115,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
116,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
117,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
118,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
119,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
120,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
121,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
122,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
123,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
124,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
125,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
126,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
127,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
128,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
129,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
130,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
131,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
132,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
133,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
134,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
135,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
136,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
137,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
138,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
139,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
140,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
141,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
142,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
143,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
144,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
145,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
146,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
147,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
148,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
149,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
150,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
151,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
152,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
153,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
154,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
155,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
156,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
157,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
158,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
159,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
160,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
161,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
162,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
163,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
164,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
165,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
166,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
167,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
168,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
169,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
170,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
171,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
172,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
173,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
174,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
175,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
176,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
177,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
178,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
179,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
180,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
181,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
182,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
183,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
184,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
185,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
186,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
187,"tensor(0.0007, device='cuda:0', grad_fn=<AddBackward0>)","tensor(0.0006, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(5.6893e-05, device='cuda:0', grad_fn=<MseLossBackward0>)","tensor(3.8155e-05, device='cuda:0', grad_fn=<MseLossBackward0>)"
